"Date","Price","Open","High","Low","Vol.","Change %"
"09/17/2003","96.140","97.060","97.240","96.120","2.38K","-1.01%"
"09/16/2003","97.120","96.480","97.190","96.350","2.51K","0.30%"
"09/15/2003","96.830","96.130","96.220","96.010","2.95K","0.83%"
"09/12/2003","96.030","96.580","96.790","95.820","0.21K","-0.55%"
"09/11/2003","96.560","96.570","96.900","96.220","0.76K","0.05%"
"09/10/2003","96.510","96.420","96.820","96.410","0.67K","0.08%"
"09/09/2003","96.430","97.340","97.380","96.210","2.41K","-0.79%"
"09/08/2003","97.200","97.210","97.540","96.930","3.41K","0.07%"
"09/05/2003","97.130","98.200","98.330","97.070","3.00K","-1.16%"
"09/04/2003","98.270","98.900","99.100","98.230","1.05K","-0.55%"
"09/03/2003","98.810","99.070","99.400","98.570","0.91K","-0.25%"
"09/02/2003","99.060","98.200","99.110","98.180","1.05K","1.00%"
"09/01/2003","98.080","98.080","98.100","97.960","0.09K","-0.02%"
"08/29/2003","98.100","98.740","98.810","97.920","0.84K","-0.85%"
"08/28/2003","98.940","99.010","99.360","98.630","0.49K","-0.05%"
"08/27/2003","98.990","99.040","99.120","98.630","0.50K","0.15%"
"08/26/2003","98.840","99.270","99.570","98.690","1.07K","-0.09%"
"08/25/2003","98.930","99.070","99.200","98.680","0.58K","-0.07%"
"08/22/2003","99.000","98.700","99.400","98.630","3.43K","0.30%"
"08/21/2003","98.700","97.500","98.970","97.590","1.50K","1.22%"
"08/20/2003","97.510","97.490","97.760","97.350","0.78K","0.03%"
"08/19/2003","97.480","97.510","98.200","97.400","1.56K","0.03%"
"08/18/2003","97.450","96.710","97.650","96.710","0.92K","0.67%"
"08/15/2003","96.800","96.670","96.820","96.670","0.21K","-0.02%"
"08/14/2003","96.820","96.270","96.960","96.180","0.73K","0.49%"
"08/13/2003","96.350","96.560","96.970","96.200","0.51K","0.01%"
"08/12/2003","96.340","95.980","96.500","95.970","0.47K","0.38%"
"08/11/2003","95.980","96.540","96.700","95.820","0.69K","-0.61%"
"08/08/2003","96.570","95.930","96.580","95.930","0.91K","0.64%"
"08/07/2003","95.960","96.380","96.450","95.670","0.98K","-0.48%"
"08/06/2003","96.420","95.990","96.580","95.810","1.17K","0.05%"
"08/05/2003","96.370","96.330","96.680","96.240","0.54K","0.01%"
"08/04/2003","96.360","96.700","96.850","96.210","0.58K","-0.53%"
"08/01/2003","96.870","97.030","97.720","96.700","1.06K","-0.28%"
"07/31/2003","97.140","96.310","97.260","96.320","1.56K","0.87%"
"07/30/2003","96.300","95.700","96.420","95.590","1.56K","0.84%"
"07/29/2003","95.500","95.390","95.600","95.000","0.64K","0.23%"
"07/28/2003","95.280","95.180","95.580","95.120","0.82K","0.17%"
"07/25/2003","95.120","95.510","95.640","94.830","1.92K","-0.49%"
"07/24/2003","95.590","95.460","95.870","95.350","0.93K","-0.01%"
"07/23/2003","95.600","96.620","96.620","95.400","3.44K","-1.11%"
"07/22/2003","96.670","96.510","96.750","96.200","1.18K","0.26%"
"07/21/2003","96.420","97.020","97.020","96.300","0.94K","-0.41%"
"07/18/2003","96.820","96.980","97.550","96.600","2.87K","-0.38%"
"07/17/2003","97.190","96.880","97.550","96.830","1.06K","0.20%"
"07/16/2003","97.000","97.260","97.800","96.890","2.02K","-0.23%"
"07/15/2003","97.220","96.400","97.460","95.990","2.54K","0.88%"
"07/14/2003","96.370","96.360","96.610","96.130","1.12K","0.25%"
"07/11/2003","96.130","95.870","96.370","95.850","0.55K","0.48%"
"07/10/2003","95.670","95.900","96.230","95.650","1.00K","-0.23%"
"07/09/2003","95.890","96.080","96.180","95.710","1.46K","-0.31%"
"07/08/2003","96.190","95.880","96.480","95.760","2.06K","0.30%"
"07/07/2003","95.900","95.420","95.950","94.900","5.61K","1.21%"
"07/03/2003","94.750","94.480","95.140","94.410","0.58K","0.37%"
"07/02/2003","94.400","94.560","94.850","94.400","0.97K","-0.26%"
"07/01/2003","94.650","94.860","94.980","94.300","2.27K","-0.48%"
"06/30/2003","95.110","95.490","95.700","95.090","1.73K","-0.40%"
"06/27/2003","95.490","95.370","95.680","95.220","3.61K","0.09%"
"06/26/2003","95.400","94.470","95.440","94.590","2.46K","0.90%"
"06/25/2003","94.550","94.830","94.890","93.880","2.08K","-0.30%"
"06/24/2003","94.830","94.470","95.040","94.340","1.48K","0.38%"
"06/23/2003","94.470","94.510","94.890","94.300","4.29K","0.02%"
"06/20/2003","94.450","93.650","94.730","93.400","1.89K","0.87%"
"06/19/2003","93.640","93.570","94.300","93.380","2.01K","0.03%"
"06/18/2003","93.610","93.060","93.820","93.060","3.26K","0.58%"
"06/17/2003","93.070","92.920","93.350","92.630","1.96K","0.29%"
"06/16/2003","92.800","92.530","92.900","92.370","1.78K","0.60%"
"06/13/2003","92.250","92.840","93.100","92.200","1.28K","-0.69%"
"06/12/2003","92.890","92.960","93.270","92.600","1.19K","-0.14%"
"06/11/2003","93.020","93.620","93.620","92.930","1.26K","-0.64%"
"06/10/2003","93.620","93.540","93.650","93.330","2.62K","0.26%"
"06/09/2003","93.380","93.550","93.700","93.030","6.97K","-0.19%"
"06/06/2003","93.560","92.550","93.640","92.370","2.56K","1.05%"
"06/05/2003","92.590","93.970","94.100","92.300","1.44K","-1.28%"
"06/04/2003","93.790","93.640","93.900","93.480","0.40K","0.25%"
"06/03/2003","93.560","93.470","94.020","93.310","2.13K","0.11%"
"06/02/2003","93.460","93.810","94.150","93.350","1.96K","0.16%"
"05/30/2003","93.310","92.550","93.710","92.550","1.39K","0.51%"
"05/29/2003","92.840","93.500","93.990","92.550","1.39K","-0.79%"
"05/28/2003","93.580","93.120","93.920","92.920","1.03K","0.83%"
"05/27/2003","92.810","92.700","92.890","92.350","1.05K","-0.34%"
"05/23/2003","93.130","93.760","93.860","93.010","0.67K","-0.62%"
"05/22/2003","93.710","93.840","94.050","93.320","0.56K","0.03%"
"05/21/2003","93.680","93.160","93.750","93.130","1.07K","0.30%"
"05/20/2003","93.400","93.870","94.100","93.310","1.20K","-0.53%"
"05/19/2003","93.900","93.630","94.070","93.170","2.11K","-0.30%"
"05/16/2003","94.180","95.470","95.470","94.150","1.90K","-1.29%"
"05/15/2003","95.410","94.880","95.530","94.820","1.06K","0.72%"
"05/14/2003","94.730","94.850","95.170","94.590","0.46K","-0.16%"
"05/13/2003","94.880","94.770","95.300","94.700","0.73K","0.17%"
"05/12/2003","94.720","94.670","94.800","94.370","0.89K","-0.46%"
"05/09/2003","95.160","95.160","95.510","94.890","0.76K","0.05%"
"05/08/2003","95.110","95.850","96.140","95.010","3.39K","-0.68%"
"05/07/2003","95.760","95.450","96.090","95.450","2.36K","0.19%"
"05/06/2003","95.580","96.420","96.470","95.400","2.28K","-0.98%"
"05/05/2003","96.530","97.000","97.040","96.400","0.43K","-0.42%"
"05/02/2003","96.940","96.740","97.250","96.660","1.56K","0.06%"
"05/01/2003","96.880","97.350","97.430","96.470","1.76K","-0.51%"
"04/30/2003","97.380","98.220","98.220","97.320","5.53K","-0.84%"
"04/29/2003","98.200","98.860","99.230","98.190","2.06K","-0.73%"
"04/28/2003","98.920","98.490","98.960","98.230","1.53K","0.30%"
"04/25/2003","98.620","98.450","99.140","98.420","1.01K","0.06%"
"04/24/2003","98.560","99.090","99.120","98.360","1.21K","-0.46%"
"04/23/2003","99.020","99.110","99.320","98.890","0.95K","0.03%"
"04/22/2003","98.990","99.890","99.950","98.680","2.67K","-0.91%"
"04/21/2003","99.900","99.500","100.150","99.500","1.23K","0.34%"
"04/17/2003","99.560","99.320","99.650","99.020","2.79K","0.27%"
"04/16/2003","99.290","100.220","100.220","99.220","1.18K","-0.76%"
"04/15/2003","100.050","100.260","100.600","100.000","0.55K","-0.26%"
"04/14/2003","100.310","100.650","100.760","100.010","0.74K","-0.25%"
"04/11/2003","100.560","100.170","100.980","100.200","0.96K","0.36%"
"04/10/2003","100.200","100.500","100.530","99.850","1.00K","-0.33%"
"04/09/2003","100.530","100.790","101.240","100.390","2.00K","-0.37%"
"04/08/2003","100.900","100.960","101.400","100.900","0.88K","-0.57%"
"04/07/2003","101.480","101.250","102.190","101.250","1.06K","0.59%"
"04/04/2003","100.880","100.430","101.180","100.410","0.50K","0.10%"
"04/03/2003","100.780","100.500","101.090","100.350","0.80K","0.23%"
"04/02/2003","100.550","99.170","100.690","99.170","1.38K","0.97%"
"04/01/2003","99.580","99.340","99.800","99.300","0.93K","0.09%"
"03/31/2003","99.490","100.400","100.420","99.300","2.12K","-0.86%"
"03/28/2003","100.350","101.000","101.160","100.230","4.32K","-0.76%"
"03/27/2003","101.120","100.950","101.180","100.560","0.64K","0.05%"
"03/26/2003","101.070","101.190","101.470","100.890","0.38K","-0.30%"
"03/25/2003","101.370","101.400","101.490","100.820","1.54K","-0.06%"
"03/24/2003","101.430","101.890","102.040","101.250","2.13K","-1.00%"
"03/21/2003","102.450","101.680","102.680","101.720","1.48K","0.81%"
"03/20/2003","101.630","101.460","101.880","101.200","1.54K","-0.47%"
"03/19/2003","102.110","101.450","102.150","101.230","1.20K","0.70%"
"03/18/2003","101.400","101.300","102.060","101.300","1.91K","1.72%"
"03/17/2003","99.690","99.320","99.680","99.320","0.12K","-0.36%"
"03/14/2003","100.050","99.530","100.420","99.500","0.83K","0.44%"
"03/13/2003","99.610","98.880","99.660","98.860","1.17K","1.45%"
"03/12/2003","98.190","98.020","98.390","97.900","1.88K","0.11%"
"03/11/2003","98.080","97.900","98.130","97.630","2.18K","0.16%"
"03/10/2003","97.920","97.930","98.030","97.740","6.08K","-0.18%"
"03/07/2003","98.100","98.010","98.300","97.620","4.55K","-0.27%"
"03/06/2003","98.370","98.400","98.680","98.100","1.43K","0.08%"
"03/05/2003","98.290","98.320","98.600","98.160","2.46K","-0.88%"
"03/04/2003","99.160","98.920","99.200","98.830","2.70K","-0.02%"
"03/03/2003","99.180","99.750","99.820","99.080","3.21K","-0.63%"
"02/28/2003","99.810","100.040","100.080","99.710","2.15K","-0.06%"
"02/27/2003","99.870","99.660","100.160","99.350","1.97K","0.18%"
"02/26/2003","99.690","100.070","100.210","99.550","0.46K","-0.22%"
"02/25/2003","99.910","99.680","100.160","99.500","1.20K","0.17%"
"02/24/2003","99.740","100.190","100.300","99.660","1.00K","-0.51%"
"02/21/2003","100.250","99.670","100.360","99.530","1.24K","0.60%"
"02/20/2003","99.650","100.050","100.150","99.550","1.33K","-0.53%"
"02/19/2003","100.180","100.450","100.550","100.100","0.31K","-0.52%"
"02/18/2003","100.700","100.370","100.750","100.380","0.53K","0.45%"
"02/14/2003","100.250","99.700","100.300","99.720","1.15K","0.53%"
"02/13/2003","99.720","100.100","100.460","99.600","1.71K","-1.00%"
"02/12/2003","100.730","100.520","100.850","100.250","1.05K","0.11%"
"02/11/2003","100.620","100.630","101.100","100.400","1.79K","0.14%"
"02/10/2003","100.480","99.770","100.640","99.860","1.93K","0.71%"
"02/07/2003","99.770","100.030","100.500","99.700","1.55K","0.08%"
"02/06/2003","99.690","99.780","99.920","99.510","0.49K","-0.21%"
"02/05/2003","99.900","99.000","100.340","98.870","2.48K","0.61%"
"02/04/2003","99.290","99.770","99.860","99.120","1.25K","-0.83%"
"02/03/2003","100.120","100.460","100.700","100.000","1.35K","-0.02%"
"01/31/2003","100.140","99.590","100.470","99.570","1.48K","0.39%"
"01/30/2003","99.750","99.740","100.300","99.650","2.00K","0.22%"
"01/29/2003","99.530","99.260","99.750","99.150","1.06K","-0.21%"
"01/28/2003","99.740","99.980","100.000","99.600","1.37K","0.20%"
"01/27/2003","99.540","99.440","99.990","99.050","1.08K","0.09%"
"01/24/2003","99.450","99.860","100.150","99.410","1.75K","-0.72%"
"01/23/2003","100.170","100.350","100.430","99.980","0.91K","-0.36%"
"01/22/2003","100.530","100.390","100.790","100.400","0.50K","0.06%"
"01/21/2003","100.470","101.120","101.260","100.400","1.00K","-0.42%"
"01/17/2003","100.890","101.030","101.100","100.620","0.60K","-0.23%"
"01/16/2003","101.120","101.480","101.620","100.950","0.64K","-0.56%"
"01/15/2003","101.690","101.750","102.030","101.370","0.70K","0.16%"
"01/14/2003","101.530","101.700","101.710","101.300","0.52K","-0.29%"
"01/13/2003","101.830","101.710","102.000","101.650","0.48K","0.27%"
"01/10/2003","101.560","102.150","102.230","101.550","1.00K","-0.71%"
"01/09/2003","102.290","101.910","102.550","101.950","0.72K","0.05%"
"01/08/2003","102.240","102.850","103.340","101.820","1.04K","-0.68%"
"01/07/2003","102.940","102.670","103.070","102.600","0.95K","0.54%"
"01/06/2003","102.390","102.600","102.660","102.120","1.02K","-0.46%"
"01/03/2003","102.860","103.360","103.560","102.720","0.88K","-0.59%"
"01/02/2003","103.470","102.710","103.670","102.400","3.28K","1.18%"
"12/31/2002","102.260","102.530","102.650","102.260","0.82K","-0.20%"
"12/30/2002","102.460","102.830","102.930","102.440","2.02K","-0.31%"
"12/27/2002","102.780","103.180","103.320","102.780","0.63K","-0.41%"
"12/26/2002","103.200","103.350","103.550","103.180","0.88K","-0.46%"
"12/24/2002","103.680","103.920","104.050","103.560","0.54K","-0.38%"
"12/23/2002","104.080","103.620","104.480","103.520","1.30K","0.08%"
"12/20/2002","104.000","103.940","104.120","103.900","0.44K","0.02%"
"12/19/2002","103.980","104.090","104.480","103.820","1.18K","-0.12%"
"12/18/2002","104.100","104.150","104.400","104.020","1.39K","0.10%"
"12/17/2002","104.000","103.940","104.380","103.580","3.28K","-0.50%"
"12/16/2002","104.520","104.330","104.780","104.340","1.24K","0.52%"
"12/13/2002","103.980","104.320","104.420","103.940","1.01K","-0.53%"
"12/12/2002","104.530","105.100","105.150","104.480","0.93K","-0.80%"
"12/11/2002","105.370","105.300","105.560","105.270","3.12K","-0.03%"
"12/10/2002","105.400","105.280","105.550","104.910","2.94K","0.12%"
"12/09/2002","105.270","105.150","105.500","105.180","4.36K","-0.10%"
"12/06/2002","105.380","106.020","106.150","104.950","4.11K","-0.76%"
"12/05/2002","106.190","106.090","106.450","106.000","0.61K","-0.05%"
"12/04/2002","106.240","106.030","106.280","105.870","1.17K","-0.19%"
"12/03/2002","106.440","106.460","106.520","106.100","1.82K","-0.01%"
"12/02/2002","106.450","106.590","107.380","106.280","4.92K","-0.05%"
"11/29/2002","106.500","106.620","106.730","106.350","0.88K","-0.36%"
"11/27/2002","106.890","106.610","107.100","106.600","1.60K","0.23%"
"11/26/2002","106.650","106.610","106.850","106.400","0.55K","-0.04%"
"11/25/2002","106.690","106.330","106.930","106.340","1.24K","0.39%"
"11/22/2002","106.280","105.710","106.360","105.740","1.27K","0.33%"
"11/21/2002","105.930","105.820","106.240","105.740","1.71K","-0.11%"
"11/20/2002","106.050","105.880","106.210","105.720","0.88K","0.24%"
"11/19/2002","105.800","105.240","106.070","104.850","2.40K","0.40%"
"11/18/2002","105.380","105.240","105.500","105.250","0.32K","0.18%"
"11/15/2002","105.190","105.510","105.770","105.100","0.96K","-0.22%"
"11/14/2002","105.420","105.300","105.620","104.980","0.41K","0.14%"
"11/13/2002","105.270","104.900","105.450","104.910","0.77K","0.43%"
"11/12/2002","104.820","104.920","105.120","104.700","3.91K","0.07%"
"11/11/2002","104.750","104.800","104.800","104.360","0.03K","0.07%"
"11/08/2002","104.680","105.070","105.150","104.510","2.95K","-0.43%"
"11/07/2002","105.130","105.740","106.030","105.070","2.57K","-0.61%"
"11/06/2002","105.780","106.400","106.530","105.700","1.33K","-0.24%"
"11/05/2002","106.030","106.080","106.120","105.620","1.23K","-0.24%"
"11/04/2002","106.280","106.270","106.620","106.230","0.99K","0.03%"
"11/01/2002","106.250","106.710","106.790","105.900","2.60K","-0.53%"
"10/31/2002","106.820","107.030","107.220","106.710","2.93K","-0.47%"
"10/30/2002","107.320","107.360","107.550","107.220","0.77K","0.03%"
"10/29/2002","107.290","107.320","107.650","107.050","2.65K","-0.05%"
"10/28/2002","107.340","108.380","108.480","107.290","7.54K","-0.77%"
"10/25/2002","108.170","107.950","108.200","107.900","0.34K","0.06%"
"10/24/2002","108.110","108.280","108.530","108.100","0.44K","-0.13%"
"10/23/2002","108.250","108.220","108.380","108.020","0.24K","0.06%"
"10/22/2002","108.190","108.650","108.740","108.000","2.62K","-0.32%"
"10/21/2002","108.540","108.620","108.680","108.330","0.86K","-0.30%"
"10/18/2002","108.870","108.750","108.890","108.500","0.60K","0.14%"
"10/17/2002","108.720","108.220","108.950","108.230","2.81K","0.68%"
"10/16/2002","107.990","107.880","108.070","107.850","0.27K","-0.12%"
"10/15/2002","108.120","107.550","108.250","107.640","2.28K","0.58%"
"10/14/2002","107.500","107.360","107.460","107.370","0.02K","-0.09%"
"10/11/2002","107.600","107.500","107.850","107.520","0.41K","0.00%"
"10/10/2002","107.600","107.330","107.700","107.070","1.05K","0.32%"
"10/09/2002","107.260","108.200","108.280","107.160","1.03K","-1.13%"
"10/08/2002","108.490","107.870","108.540","107.960","1.22K","0.55%"
"10/07/2002","107.900","108.100","108.210","107.880","2.17K","-0.11%"
"10/04/2002","108.020","107.370","108.150","107.200","1.06K","0.61%"
"10/03/2002","107.360","107.350","107.540","107.100","0.33K","-0.17%"
"10/02/2002","107.540","107.650","107.750","107.400","0.61K","0.06%"
"10/01/2002","107.480","107.100","107.600","107.180","0.59K","0.21%"
"09/30/2002","107.260","107.450","107.540","106.860","1.63K","-0.64%"
"09/27/2002","107.950","108.090","108.390","107.900","0.20K","-0.18%"
"09/26/2002","108.150","108.060","108.530","107.850","0.51K","-0.11%"
"09/25/2002","108.270","107.620","108.350","107.520","0.60K","0.25%"
"09/24/2002","108.000","108.370","108.450","107.820","0.63K","-0.38%"
"09/23/2002","108.410","107.970","108.600","107.560","0.47K","0.29%"
"09/20/2002","108.100","107.600","108.220","107.600","0.50K","0.58%"
"09/19/2002","107.480","107.830","107.900","107.300","1.10K","-0.71%"
"09/18/2002","108.250","108.250","108.900","107.950","0.77K","-0.51%"
"09/17/2002","108.810","108.810","109.750","108.810","1.11K","0.53%"
"09/16/2002","108.231","108.400","108.420","108.150","0.15K","0.16%"
"09/13/2002","108.060","107.030","108.250","106.980","0.47K","0.84%"
"09/12/2002","107.160","107.450","107.770","107.180","0.26K","-0.48%"
"09/11/2002","107.680","107.480","108.060","107.570","0.30K","0.11%"
"09/10/2002","107.560","106.820","107.820","106.830","1.45K","0.35%"
"09/09/2002","107.180","106.730","107.180","106.850","3.08K","0.22%"
"09/06/2002","106.940","106.180","106.950","106.050","1.57K","0.87%"
"09/05/2002","106.020","105.620","106.350","105.600","2.83K","-0.12%"
"09/04/2002","106.150","105.710","106.250","105.750","1.43K","0.50%"
"09/03/2002","105.620","106.460","106.530","105.530","2.37K","-1.17%"
"08/30/2002","106.870","106.570","107.200","106.580","0.01K","0.13%"
"08/29/2002","106.730","106.850","106.940","106.320","1.26K","-0.46%"
"08/28/2002","107.220","107.060","107.270","106.860","0.45K","0.36%"
"08/27/2002","106.840","107.520","107.750","106.810","1.26K","-1.03%"
"08/26/2002","107.950","108.250","108.300","107.850","0.38K","-0.17%"
"08/23/2002","108.130","108.420","108.520","107.950","0.59K","-0.16%"
"08/22/2002","108.300","107.550","108.490","107.550","0.32K","0.95%"
"08/21/2002","107.280","106.980","107.800","107.060","0.32K","-0.21%"
"08/20/2002","107.510","107.650","108.040","107.410","0.43K","-0.19%"
"08/19/2002","107.720","106.760","107.850","106.770","0.62K","0.78%"
"08/16/2002","106.890","107.090","107.270","106.580","0.27K","0.04%"
"08/15/2002","106.850","107.330","107.570","106.740","0.80K","-0.18%"
"08/14/2002","107.040","106.630","107.100","106.350","0.86K","-0.19%"
"08/13/2002","107.240","107.640","107.870","107.120","0.53K","-0.34%"
"08/12/2002","107.610","107.910","108.200","107.480","0.45K","-0.75%"
"08/09/2002","108.420","108.620","108.680","108.150","0.23K","-0.43%"
"08/08/2002","108.890","108.110","109.080","108.200","1.05K","0.70%"
"08/07/2002","108.130","108.750","108.820","107.900","1.10K","-0.78%"
"08/06/2002","108.980","108.120","109.250","108.080","1.06K","1.30%"
"08/05/2002","107.580","107.230","107.580","106.900","0.58K","0.58%"
"08/02/2002","106.960","107.000","107.200","106.550","0.52K","-0.27%"
"08/01/2002","107.250","107.810","108.150","107.030","1.04K","-0.42%"
"07/31/2002","107.700","107.210","107.800","107.180","0.97K","0.51%"
"07/30/2002","107.150","107.420","107.520","106.620","0.51K","-0.22%"
"07/29/2002","107.390","106.930","107.720","106.840","1.66K","0.47%"
"07/26/2002","106.890","105.570","107.020","105.540","0.72K","1.34%"
"07/25/2002","105.480","105.580","105.740","105.250","0.60K","-0.37%"
"07/24/2002","105.870","106.580","106.740","105.770","1.15K","-1.13%"
"07/23/2002","107.080","106.160","107.200","106.220","2.25K","1.85%"
"07/22/2002","105.130","104.640","105.250","104.530","0.82K","0.68%"
"07/19/2002","104.420","104.120","104.570","104.120","0.56K","-0.41%"
"07/18/2002","104.850","104.900","105.350","104.820","0.31K","0.07%"
"07/17/2002","104.780","104.300","105.380","104.340","1.17K","-0.07%"
"07/16/2002","104.850","105.000","105.100","104.350","0.97K","-0.19%"
"07/15/2002","105.050","105.710","105.840","104.800","1.79K","-1.10%"
"07/12/2002","106.220","106.550","106.650","106.040","0.67K","0.03%"
"07/11/2002","106.190","106.480","106.900","105.900","0.89K","-0.36%"
"07/10/2002","106.570","105.890","106.800","105.890","0.72K","0.49%"
"07/09/2002","106.050","106.570","106.700","105.980","0.75K","-0.66%"
"07/08/2002","106.750","106.830","107.300","106.720","0.76K","-1.27%"
"07/05/2002","108.120","108.130","108.330","107.900","0.48K","0.53%"
"07/03/2002","107.550","107.430","107.950","107.350","0.85K","0.29%"
"07/02/2002","107.240","107.240","107.700","107.040","0.85K","0.23%"
"07/01/2002","106.990","106.220","107.120","106.250","1.25K","0.41%"
"06/28/2002","106.550","106.740","107.300","105.970","1.24K","-0.33%"
"06/27/2002","106.900","107.200","107.580","106.700","1.67K","-0.23%"
"06/26/2002","107.150","106.720","107.630","106.470","2.21K","-0.88%"
"06/25/2002","108.100","108.620","109.000","108.020","1.55K","-0.56%"
"06/24/2002","108.710","108.560","108.900","107.800","2.56K","0.01%"
"06/21/2002","108.700","109.200","109.400","108.510","1.59K","-0.71%"
"06/20/2002","109.480","110.050","110.110","109.360","1.75K","-0.64%"
"06/19/2002","110.190","110.190","110.530","110.120","1.72K","-0.42%"
"06/18/2002","110.660","110.660","111.280","110.600","0.94K","-0.31%"
"06/17/2002","111.000","110.820","111.160","110.940","0.32K","0.18%"
"06/14/2002","110.800","110.950","111.020","110.300","0.24K","-0.31%"
"06/13/2002","111.150","111.160","111.420","110.750","0.40K","0.05%"
"06/12/2002","111.100","110.800","111.100","110.780","0.25K","0.26%"
"06/11/2002","110.810","111.060","111.470","110.820","1.01K","-0.28%"
"06/10/2002","111.120","111.320","111.420","110.750","2.24K","0.04%"
"06/07/2002","111.080","110.680","111.180","110.620","2.43K","0.19%"
"06/06/2002","110.870","111.740","111.820","110.740","1.19K","-0.48%"
"06/05/2002","111.410","111.250","111.840","111.300","2.60K","0.22%"
"06/04/2002","111.160","110.850","111.250","110.780","0.75K","-0.20%"
"06/03/2002","111.380","111.980","112.000","111.190","0.47K","-0.47%"
"05/31/2002","111.910","111.360","112.270","111.330","1.53K","0.57%"
"05/30/2002","111.280","111.430","111.570","110.950","2.65K","-0.26%"
"05/29/2002","111.570","112.200","112.300","111.540","1.55K","-0.58%"
"05/28/2002","112.220","112.840","112.920","112.020","1.04K","-0.59%"
"05/24/2002","112.890","113.060","113.450","112.750","0.00K","-0.05%"
"05/23/2002","112.950","112.630","113.280","112.310","1.24K","0.44%"
"05/22/2002","112.460","112.870","112.870","112.300","1.01K","-0.43%"
"05/21/2002","112.940","113.380","113.400","112.830","0.79K","0.01%"
"05/20/2002","112.930","113.140","113.380","112.900","1.02K","-0.22%"
"05/17/2002","113.180","113.850","113.990","113.050","1.19K","-1.01%"
"05/16/2002","114.340","114.290","114.650","114.010","1.00K","0.03%"
"05/15/2002","114.300","115.260","115.350","114.200","0.73K","-0.82%"
"05/14/2002","115.250","114.820","115.450","114.830","1.75K","0.83%"
"05/13/2002","114.300","113.950","114.580","113.860","1.82K","0.11%"
"05/10/2002","114.180","114.140","114.480","114.120","0.81K","-0.48%"
"05/09/2002","114.730","115.000","115.250","114.450","0.53K","-0.36%"
"05/08/2002","115.140","114.350","115.260","114.360","2.43K","0.84%"
"05/07/2002","114.180","113.610","114.500","113.650","1.68K","0.27%"
"05/06/2002","113.870","114.070","114.180","113.850","1.17K","0.00%"
"05/03/2002","113.870","115.010","115.050","113.740","1.98K","-1.07%"
"05/02/2002","115.100","114.590","115.280","114.650","1.40K","0.27%"
"05/01/2002","114.790","115.340","115.470","114.480","1.61K","-0.53%"
"04/30/2002","115.400","115.100","115.630","115.120","2.96K","0.23%"
"04/29/2002","115.130","115.150","115.400","114.930","1.00K","-0.09%"
"04/26/2002","115.230","115.600","115.880","115.220","2.63K","-0.45%"
"04/25/2002","115.750","116.150","116.200","115.580","2.13K","-0.52%"
"04/24/2002","116.360","116.810","116.840","116.250","1.92K","-0.40%"
"04/23/2002","116.830","116.910","117.000","116.660","0.60K","0.11%"
"04/22/2002","116.700","116.780","117.000","116.650","0.53K","0.09%"
"04/19/2002","116.590","116.540","116.900","116.560","0.93K","-0.05%"
"04/18/2002","116.650","116.680","117.080","116.440","1.36K","-0.18%"
"04/17/2002","116.860","117.300","117.400","116.820","4.19K","-0.74%"
"04/16/2002","117.730","117.900","118.020","117.430","2.66K","-0.21%"
"04/15/2002","117.980","117.750","118.100","117.800","0.20K","-0.03%"
"04/12/2002","118.020","117.920","118.240","117.870","0.53K","0.31%"
"04/11/2002","117.650","117.880","118.110","117.500","0.66K","-0.15%"
"04/10/2002","117.830","117.720","118.070","117.670","0.78K","-0.09%"
"04/09/2002","117.940","118.610","118.650","117.870","1.57K","-0.51%"
"04/08/2002","118.540","118.160","118.650","118.060","1.40K","0.41%"
"04/05/2002","118.060","118.160","118.350","117.850","1.05K","-0.19%"
"04/04/2002","118.290","117.920","118.450","117.500","3.89K","0.25%"
"04/03/2002","118.000","118.200","118.240","117.830","1.00K","-0.20%"
"04/02/2002","118.240","118.410","118.490","118.050","1.29K","0.04%"
"04/01/2002","118.190","118.930","118.950","117.960","4.23K","-0.73%"
"03/28/2002","119.060","118.800","119.220","118.860","0.76K","0.13%"
"03/27/2002","118.910","118.590","119.000","118.630","0.73K","0.25%"
"03/26/2002","118.610","118.500","118.970","118.200","0.66K","0.07%"
"03/25/2002","118.530","118.540","118.700","118.400","0.21K","0.02%"
"03/22/2002","118.510","118.030","118.680","118.020","1.22K","0.50%"
"03/21/2002","117.920","117.550","118.080","117.520","0.63K","0.24%"
"03/20/2002","117.640","118.210","118.400","117.520","0.71K","-0.25%"
"03/19/2002","117.940","117.950","118.350","117.750","0.45K","0.21%"
"03/18/2002","117.690","117.610","117.640","117.640","0.01K","0.40%"
"03/15/2002","117.220","117.100","117.330","116.950","0.23K","-0.10%"
"03/14/2002","117.340","117.590","117.620","117.060","1.17K","-0.57%"
"03/13/2002","118.010","118.040","118.300","117.800","0.56K","0.15%"
"03/12/2002","117.830","117.770","118.420","117.830","1.29K","0.03%"
"03/11/2002","117.790","117.920","118.070","117.590","0.96K","-0.18%"
"03/08/2002","118.000","117.300","118.100","117.200","2.32K","1.03%"
"03/07/2002","116.800","117.280","118.030","116.800","5.66K","-1.02%"
"03/06/2002","118.000","118.650","118.750","117.880","3.09K","-0.52%"
"03/05/2002","118.620","118.800","119.320","118.580","1.22K","-0.24%"
"03/04/2002","118.910","119.450","119.550","118.670","1.14K","-0.49%"
"03/01/2002","119.490","119.350","119.700","119.100","0.91K","0.18%"
"02/28/2002","119.280","119.650","119.850","119.180","0.72K","-0.31%"
